Finnkode,Specifications
341001788,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""177 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""28 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.09.2009"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""69 Hk"", ""Sylindervolum"": ""1 l"", ""Vekt"": ""985 kg"", ""CO2-utslipp"": ""118 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR85212"", ""Chassis nr. (VIN)"": ""VNKKG96390A229966"", ""Maksimal tilhengervekt"": ""750 kg""}"
341480270,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""169 680 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""24 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.03.2010"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""68 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 030 kg"", ""CO2-utslipp"": ""110 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""12"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RK16039"", ""Chassis nr. (VIN)"": ""WF0JXXGAJJAY13009"", ""Maksimal tilhengervekt"": ""750 kg"", ""Sist EU-godkjent"": ""21.09.2022"", ""Neste frist for EU-kontroll"": ""30.09.2024""}"
341470836,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""227 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""28 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.10.2007"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 395 kg"", ""CO2-utslipp"": ""135 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU52773"", ""Chassis nr. (VIN)"": ""WAUZZZ8P38A071411"", ""Maksimal tilhengervekt"": ""1 400 kg"", ""Sist EU-godkjent"": ""24.01.2022"", ""Neste frist for EU-kontroll"": ""13.02.2025""}"
341470899,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""121 130 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""26 925 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""26.03.2010"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""71 Hk"", ""Sylindervolum"": ""1 l"", ""Vekt"": ""750 kg"", ""CO2-utslipp"": ""104 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall d\u00f8rer"": ""2"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR93306"", ""Chassis nr. (VIN)"": ""WME4513801K233477"", ""Neste frist for EU-kontroll"": ""30.06.2025""}"
341467170,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""79 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""26 500 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""06.05.2009"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""68 Hk"", ""Sylindervolum"": ""1 l"", ""Vekt"": ""805 kg"", ""CO2-utslipp"": ""106 g/km"", ""Antall seter"": ""4"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR79165"", ""Chassis nr. (VIN)"": ""JTDKG10C20N365173"", ""Neste frist for EU-kontroll"": ""10.07.2025""}"
341466751,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""152 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""27 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""04.03.2008"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,1 l"", ""Vekt"": ""1 090 kg"", ""CO2-utslipp"": ""139 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PD26645"", ""Chassis nr. (VIN)"": ""VF1BR1J0H39188721"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
341457727,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""277 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""07.10.2009"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 603 kg"", ""CO2-utslipp"": ""144 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""12"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PD31723"", ""Chassis nr. (VIN)"": ""WVGZZZ1TZAW036336"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
341450177,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""166 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""28 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""31.07.2018"", ""Farge"": ""R\u00f8d"", ""Interi\u00f8rfarge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""68 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 253 kg"", ""CO2-utslipp"": ""117 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AS57193"", ""Chassis nr. (VIN)"": ""VF3WC8HZC9T083638"", ""Maksimal tilhengervekt"": ""1 150 kg"", ""Neste frist for EU-kontroll"": ""17.03.2026""}"
339711197,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""210 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""28 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.03.2007"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Safirsort"", ""Interi\u00f8rfarge"": ""Sort skinn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 373 kg"", ""CO2-utslipp"": ""129 g/km"", ""Antall seter"": ""4"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall d\u00f8rer"": ""2"", ""Antall eiere"": ""11"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL60523"", ""Chassis nr. (VIN)"": ""YV1MK765272019884"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""01.03.2025""}"
341442015,"{""Modell\u00e5r"": ""2001"", ""Kilometer"": ""403 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""02.03.2001"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Svart"", ""Interi\u00f8rfarge"": ""Beige/Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Hjuldriftnavn"": ""FWD"", ""Effekt"": ""179 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 564 kg"", ""CO2-utslipp"": ""248 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""12"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""LS55224"", ""Chassis nr. (VIN)"": ""YV1SW49K911106684"", ""Maksimal tilhengervekt"": ""1 800 kg"", ""Sist EU-godkjent"": ""24.02.2023"", ""Neste frist for EU-kontroll"": ""24.02.2025""}"
341445644,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""121 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""28 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.01.2008"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""68 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 336 kg"", ""CO2-utslipp"": ""120 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL79305"", ""Chassis nr. (VIN)"": ""VF3WC8HZC34181097"", ""Maksimal tilhengervekt"": ""1 150 kg""}"
165847351,"{""Modell\u00e5r"": ""2001"", ""Kilometer"": ""280 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 618 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.12.2000"", ""Farge"": ""Beige"", ""Hjuldrift"": ""Firehjulsdrift"", ""Hjuldriftnavn"": ""4 motion"", ""Effekt"": ""101 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 413 kg"", ""CO2-utslipp"": ""170 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VF38753"", ""Chassis nr. (VIN)"": ""WVWZZZ1JZ1D390006"", ""Neste frist for EU-kontroll"": ""31.05.2024""}"
341439786,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""209 610 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.03.2006"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 320 kg"", ""CO2-utslipp"": ""181 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""10"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PD18514"", ""Chassis nr. (VIN)"": ""WBAUF11000PT85178"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""31.07.2025""}"
341437350,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""75 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Elektrisitet"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""10.12.2010"", ""Farge"": ""Hvit"", ""Fargebeskrivelse"": ""Hvit med r\u00f8d cabriolet"", ""Interi\u00f8rfarge"": ""Gr\u00e5tt delskinn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""45 Hk"", ""Vekt"": ""1 135 kg"", ""Antall seter"": ""4"", ""Karosseri"": ""Cabriolet"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""EL12921"", ""Chassis nr. (VIN)"": ""ZFA31200000515879"", ""Rekkevidde (WLTP)"": ""120 km"", ""Neste frist for EU-kontroll"": ""04.03.2024""}"
341435598,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""212 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""28 145 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.01.2010"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Bl\u00e5"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 395 kg"", ""CO2-utslipp"": ""137 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Chassis nr. (VIN)"": ""ZFA19800004214723"", ""Maksimal tilhengervekt"": ""1 300 kg""}"
341424856,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""330 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""23.10.2010"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 305 kg"", ""CO2-utslipp"": ""118 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BS36843"", ""Chassis nr. (VIN)"": ""WBAUH51080E481721"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""31.03.2024""}"
341422243,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""221 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Elektrisitet"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.09.2012"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Vekt"": ""1 613 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""EL18279"", ""Chassis nr. (VIN)"": ""JN1FAAZE0U0012236"", ""Neste frist for EU-kontroll"": ""14.09.2025""}"
341418662,"{""Modell\u00e5r"": ""2004"", ""Kilometer"": ""189 683 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""28 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.04.2004"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""165 Hk"", ""Sylindervolum"": ""2,5 l"", ""Vekt"": ""1 505 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SD21704"", ""Chassis nr. (VIN)"": ""JN1TBNT30U0011623"", ""Maksimal tilhengervekt"": ""1 350 kg"", ""Sist EU-godkjent"": ""05.12.2023"", ""Neste frist for EU-kontroll"": ""05.12.2025""}"
341383398,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""265 920 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""06.05.2008"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 275 kg"", ""CO2-utslipp"": ""128 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HJ83052"", ""Chassis nr. (VIN)"": ""JTNBC56EX0J008239"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""27.11.2025""}"
341384746,"{""Modell\u00e5r"": ""2001"", ""Kilometer"": ""271 375 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.08.2005"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 525 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall eiere"": ""14"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""UF26560"", ""Chassis nr. (VIN)"": ""WBAAP71090EM00808"", ""Rekkevidde (WLTP)"": ""271 375 km"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""02.02.2024"", ""Neste frist for EU-kontroll"": ""28.12.2025""}"
341406654,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""270 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""15.05.2008"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 362 kg"", ""CO2-utslipp"": ""129 g/km"", ""Antall seter"": ""4"", ""Karosseri"": ""Coupe"", ""Antall d\u00f8rer"": ""2"", ""Antall eiere"": ""19"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AE21078"", ""Chassis nr. (VIN)"": ""YV1MK765282045862"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""15.09.2024""}"
335325117,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""238 360 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""20.03.2007"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 450 kg"", ""CO2-utslipp"": ""157 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH48382"", ""Chassis nr. (VIN)"": ""WAUZZZ8E57A207986"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Neste frist for EU-kontroll"": ""17.10.2024""}"
341404185,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""179 026 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.04.2008"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 426 kg"", ""CO2-utslipp"": ""140 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""YA60737"", ""Chassis nr. (VIN)"": ""VF36E9HZC21702390"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Sist EU-godkjent"": ""05.07.2023"", ""Neste frist for EU-kontroll"": ""04.07.2025""}"
341394297,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""250 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 231 kr (avgifter)"", ""Pris eks omreg"": ""28 500 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""31.03.2005"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""69 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 400 kg"", ""CO2-utslipp"": ""167 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""Flerbruksbil"", ""Antall eiere"": ""12"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""YU37051"", ""Chassis nr. (VIN)"": ""WV1ZZZ2KZ5X079658"", ""Maksimal tilhengervekt"": ""1 400 kg"", ""Neste frist for EU-kontroll"": ""26.03.2025""}"
341395530,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""120 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Elektrisitet"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""31.10.2012"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Vekt"": ""1 525 kg"", ""Antall seter"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""EL22364"", ""Chassis nr. (VIN)"": ""JN1FAAZE0U0011189""}"
341387323,"{""Modell\u00e5r"": ""2015"", ""Kilometer"": ""126 500 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Elektrisitet"", ""Omregistrering"": ""4 305 kr (avgifter)"", ""Pris eks omreg"": ""25 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""19.11.2015"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""88 Hk"", ""Vekt"": ""1 427 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""EL80782"", ""Chassis nr. (VIN)"": ""VF1AGVYB053453319"", ""Rekkevidde (WLTP)"": ""240 km"", ""Sist EU-godkjent"": ""23.10.2022"", ""Neste frist for EU-kontroll"": ""28.10.2024""}"
336837843,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""190 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.01.2008"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 530 kg"", ""CO2-utslipp"": ""157 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Flerbruksbil"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU58302"", ""Chassis nr. (VIN)"": ""WVGZZZ1TZ8W062304"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Neste frist for EU-kontroll"": ""28.02.2024""}"
